L_slow,L_fast,L_diff,n,d,k,seed,subsample_size
153.75018938046364,112.06432190066576,-41.68586747979788,241600,18,5,0,0.01
140.75606835346633,112.06432190066576,-28.691746452800572,241600,18,5,0,0.01
135.501605834248,112.06432190066576,-23.43728393358225,241600,18,5,0,0.01
133.35197480316634,112.06432190066576,-21.287652902500582,241600,18,5,0,0.01
132.7183113984408,112.06432190066576,-20.65398949777503,241600,18,5,0,0.01
132.56661085998877,112.06432190066576,-20.50228895932301,241600,18,5,0,0.01
132.68679486659298,112.06432190066576,-20.622472965927216,241600,18,5,0,0.01
132.42680091355007,112.06432190066576,-20.362479012884307,241600,18,5,0,0.01
131.099195215864,112.06432190066576,-19.03487331519824,241600,18,5,0,0.01
128.8867411322969,112.06432190066576,-16.82241923163113,241600,18,5,0,0.01
125.38234471413928,112.06432190066576,-13.318022813473519,241600,18,5,0,0.01
121.89977721176531,112.06432190066576,-9.835455311099551,241600,18,5,0,0.01
118.13347254949397,112.06432190066576,-6.069150648828213,241600,18,5,0,0.01
113.5747695867304,112.06432190066576,-1.5104476860646372,241600,18,5,0,0.01
110.95067108023352,112.06432190066576,1.113650820432241,241600,18,5,0,0.01
111.36021026379304,112.22941719880205,0.8692069350090179,241600,18,5,0,0.01
112.13718498489332,112.34641110409066,0.20922611919733924,241600,18,5,0,0.01
112.67819916122052,112.36804809456257,-0.31015106665795145,241600,18,5,0,0.01
113.01913901123797,112.36804809456257,-0.6510909166754004,241600,18,5,0,0.01
113.23674564958554,112.80527634001979,-0.431469309565756,241600,18,5,0,0.01
113.37725277544217,112.9818097253194,-0.395443050122779,241600,18,5,0,0.01
113.49199503431191,113.2188565870658,-0.2731384472461116,241600,18,5,0,0.01
113.57959372811442,113.2188565870658,-0.36073714104861665,241600,18,5,0,0.01
113.65301185489591,113.2188565870658,-0.43415526783010705,241600,18,5,0,0.01
113.71184444299084,114.64287264810113,0.9310282051102945,241600,18,5,0,0.01
113.74761797410682,114.64287264810113,0.8952546739943159,241600,18,5,0,0.01
113.77460217224566,114.64287264810113,0.8682704758554678,241600,18,5,0,0.01
113.79486733838702,114.64287264810113,0.8480053097141109,241600,18,5,0,0.01
113.81173777662993,114.64287264810113,0.8311348714712068,241600,18,5,0,0.01
113.82880620642642,114.64287264810113,0.8140664416747114,241600,18,5,0,0.01
113.84002404536575,114.64287264810113,0.8028486027353807,241600,18,5,0,0.01
113.849862641112,114.64287264810113,0.7930100069891353,241600,18,5,0,0.01
113.85288381292392,114.64287264810113,0.789988835177212,241600,18,5,0,0.01
113.85803902907693,114.64287264810113,0.784833619024198,241600,18,5,0,0.01
113.86202474617626,114.64287264810113,0.7808479019248722,241600,18,5,0,0.01
113.86277990602726,114.64287264810113,0.7800927420738759,241600,18,5,0,0.01
113.86277990602726,114.64287264810113,0.7800927420738759,241600,18,5,0,0.01
