L_slow,L_fast,L_diff,n,d,k,seed,subsample_size,steps
2.1973246163892812e+36,5.6585439540573086e+35,-1.6314702209835503e+36,732977,17,4,0,0.01,35
9.352856003505275e+35,5.6585439540573086e+35,-3.6943120494479665e+35,732977,17,4,0,0.01,35
7.530857553210779e+35,5.6585439540573086e+35,-1.8723135991534703e+35,732977,17,4,0,0.01,35
7.020834213421731e+35,5.6585439540573086e+35,-1.3622902593644223e+35,732977,17,4,0,0.01,35
6.694456879352736e+35,5.6585439540573086e+35,-1.035912925295427e+35,732977,17,4,0,0.01,35
6.485470441938053e+35,5.6585439540573086e+35,-8.269264878807444e+34,732977,17,4,0,0.01,35
6.330295791507551e+35,5.6585439540573086e+35,-6.717518374502425e+34,732977,17,4,0,0.01,35
6.2130462179483235e+35,5.6585439540573086e+35,-5.545022638910149e+34,732977,17,4,0,0.01,35
6.1061688269816054e+35,5.6585439540573086e+35,-4.476248729242968e+34,732977,17,4,0,0.01,35
6.016904497711686e+35,5.6585439540573086e+35,-3.5836054365437737e+34,732977,17,4,0,0.01,35
5.939875540898649e+35,5.6585439540573086e+35,-2.8133158684134e+34,732977,17,4,0,0.01,35
5.889557544425817e+35,5.6585439540573086e+35,-2.31013590368508e+34,732977,17,4,0,0.01,35
5.8423780284409874e+35,5.6585439540573086e+35,-1.8383407438367882e+34,732977,17,4,0,0.01,35
5.80453713934515e+35,5.6585439540573086e+35,-1.4599318528784174e+34,732977,17,4,0,0.01,35
5.742756743262788e+35,5.6585439540573086e+35,-8.421278920547958e+33,732977,17,4,0,0.01,35
5.672519988518374e+35,5.6585439540573086e+35,-1.397603446106523e+33,732977,17,4,0,0.01,35
5.654489219459987e+35,5.6585439540573086e+35,4.054734597321401e+32,732977,17,4,0,0.01,35
5.6492897230799504e+35,5.6585439540573086e+35,9.254230977358188e+32,732977,17,4,0,0.01,35
5.6430246374108914e+35,4.760065152612958e+35,-8.829594847979331e+34,732977,17,4,0,0.01,35
5.634775090703184e+35,4.760065152612958e+35,-8.747099380902259e+34,732977,17,4,0,0.01,35
5.621489477118127e+35,4.760065152612958e+35,-8.61424324505169e+34,732977,17,4,0,0.01,35
5.587904195900052e+35,4.760065152612958e+35,-8.278390432870939e+34,732977,17,4,0,0.01,35
5.465394822999792e+35,4.760065152612958e+35,-7.053296703868335e+34,732977,17,4,0,0.01,35
5.1197641245284764e+35,4.760065152612958e+35,-3.5969897191551813e+34,732977,17,4,0,0.01,35
4.891466222734111e+35,4.760065152612958e+35,-1.3140107012115246e+34,732977,17,4,0,0.01,35
4.793611929328792e+35,4.760065152612958e+35,-3.3546776715833485e+33,732977,17,4,0,0.01,35
4.765854403512161e+35,4.760065152612958e+35,-5.789250899202675e+32,732977,17,4,0,0.01,35
4.761937527248114e+35,4.760065152612958e+35,-1.872374635155549e+32,732977,17,4,0,0.01,35
4.760240099237394e+35,4.760065152612958e+35,-1.7494662443589224e+31,732977,17,4,0,0.01,35
4.759752246385534e+35,4.760065152612958e+35,3.12906227424236e+31,732977,17,4,0,0.01,35
4.759624186467949e+35,4.760065152612958e+35,4.409661450096311e+31,732977,17,4,0,0.01,35
4.759585656620551e+35,4.760065152612958e+35,4.794959924075881e+31,732977,17,4,0,0.01,35
4.759572172887326e+35,4.760065152612958e+35,4.9297972563207165e+31,732977,17,4,0,0.01,35
4.759564935039521e+35,4.760065152612958e+35,5.002175734371635e+31,732977,17,4,0,0.01,35
4.759559621189397e+35,4.760065152612958e+35,5.055314235612528e+31,732977,17,4,0,0.01,35
4.7595596052067845e+35,4.760065152612958e+35,5.055474061737579e+31,732977,17,4,0,0.01,35
