L_slow,L_fast,L_diff,n,d,k,seed,subsample_size
3.7883104838594863,3.0270108725879132,-0.7612996112715731,100000,3,6,0,0.01
3.247391427720982,3.0271043268305653,-0.2202871008904168,100000,3,6,0,0.01
3.0648615530893877,3.0256758503692702,-0.039185702720117455,100000,3,6,0,0.01
3.016774816487813,3.0280498492871604,0.011275032799347162,100000,3,6,0,0.01
3.005459580248314,3.026383576899119,0.020923996650805243,100000,3,6,0,0.01
3.002648997149665,3.0229355201946198,0.02028652304495493,100000,3,6,0,0.01
3.00176199705125,3.0228031733779477,0.021041176326697553,100000,3,6,0,0.01
3.001296681015747,3.024209811834297,0.022913130818550176,100000,3,6,0,0.01
3.0009574976428506,3.024209811834297,0.023252314191446466,100000,3,6,0,0.01
3.0006370847932224,3.0205251145751886,0.019888029781966132,100000,3,6,0,0.01
3.000371033141507,3.0205251145751886,0.02015408143368136,100000,3,6,0,0.01
3.0001564179511244,3.0230577030214616,0.022901285070337174,100000,3,6,0,0.01
2.999993905704179,3.0230577030214616,0.023063797317282475,100000,3,6,0,0.01
2.9998429509276354,3.0230577030214616,0.023214752093826174,100000,3,6,0,0.01
2.9996978606137463,3.0230577030214616,0.02335984240771527,100000,3,6,0,0.01
2.9995575785327526,3.0230577030214616,0.023500124488708973,100000,3,6,0,0.01
2.999408844963765,3.0230577030214616,0.023648858057696565,100000,3,6,0,0.01
2.9992763984291115,3.0230577030214616,0.02378130459235006,100000,3,6,0,0.01
2.999149549387272,3.0230577030214616,0.02390815363418941,100000,3,6,0,0.01
2.9990071086525143,3.0230577030214616,0.024050594368947298,100000,3,6,0,0.01
2.998914892863202,3.0230577030214616,0.024142810158259476,100000,3,6,0,0.01
2.998812977727744,3.0230577030214616,0.024244725293717462,100000,3,6,0,0.01
2.9987102065000246,3.0230577030214616,0.024347496521436973,100000,3,6,0,0.01
2.9986317091738446,3.0230577030214616,0.02442599384761701,100000,3,6,0,0.01
2.998561674698156,3.0230577030214616,0.024496028323305552,100000,3,6,0,0.01
2.998501557112005,3.0230577030214616,0.02455614590945654,100000,3,6,0,0.01
2.998434254024076,3.0230577030214616,0.024623448997385555,100000,3,6,0,0.01
2.998381582686337,3.0230577030214616,0.024676120335124452,100000,3,6,0,0.01
2.998318243460349,3.0230577030214616,0.024739459561112565,100000,3,6,0,0.01
2.9982392331077707,3.0230577030214616,0.024818469913690855,100000,3,6,0,0.01
2.998176631734363,3.0260572385101905,0.027880606775827488,100000,3,6,0,0.01
2.998117307971433,3.0260572385101905,0.02793993053875754,100000,3,6,0,0.01
2.9980669881899757,3.0260572385101905,0.027990250320214738,100000,3,6,0,0.01
2.998024895599596,3.0230577030214616,0.025032807421865755,100000,3,6,0,0.01
2.9979870532642328,3.0230577030214616,0.025070649757228836,100000,3,6,0,0.01
2.997958447759761,3.0230577030214616,0.025099255261700648,100000,3,6,0,0.01
2.9979308157717517,3.026383576899119,0.0284527611273675,100000,3,6,0,0.01
2.997901478888705,3.0260572385101905,0.028155759621485643,100000,3,6,0,0.01
2.997876918409651,3.0203168122264943,0.02243989381684308,100000,3,6,0,0.01
2.997857479803649,3.0230577030214616,0.025200223217812567,100000,3,6,0,0.01
2.997839960210915,3.0230577030214616,0.02521774281054645,100000,3,6,0,0.01
2.997817801465991,3.0230577030214616,0.025239901555470734,100000,3,6,0,0.01
2.997793233686656,3.0230577030214616,0.02526446933480564,100000,3,6,0,0.01
2.99777199395708,3.0230577030214616,0.025285709064381656,100000,3,6,0,0.01
2.997751963909625,3.0230577030214616,0.025305739111836534,100000,3,6,0,0.01
2.997731826709081,3.0230577030214616,0.02532587631238048,100000,3,6,0,0.01
2.9977105590307946,3.0230577030214616,0.025347143990666954,100000,3,6,0,0.01
2.997686335038941,3.0230577030214616,0.02537136798252071,100000,3,6,0,0.01
2.9976644111143043,3.0230577030214616,0.025393291907157334,100000,3,6,0,0.01
2.99764807711927,3.0230577030214616,0.025409625902191646,100000,3,6,0,0.01
