L_slow_list,L_fast_list,L_diff_list
1.2254432574259466,1.1621647506794113,-0.06327850674653535
1.1779602921930377,1.1621647506794113,-0.015795541513626388
1.1619453415119005,1.1621647506794113,0.00021940916751073125
1.156146443676649,1.1621647506794113,0.00601830700276218
1.1541028675771383,1.1621647506794113,0.00806188310227296
1.1534007722251023,1.1616540334289254,0.008253261203823081
1.153182651439238,1.1617821146371767,0.008599463197938695
1.1531012404136602,1.1617821146371767,0.008680874223516488
1.1530951210653446,1.1617821146371767,0.008686993571832113
1.1530826623504928,1.1617821146371767,0.008699452286683895
1.1530794121479828,1.1616540334289254,0.008574621280942551
1.1530771611879824,1.1616540334289254,0.008576872240942945
1.1530791099132736,1.1616540334289254,0.008574923515651811
1.1530780781541479,1.1616540334289254,0.008575955274777503
1.1530799860192367,1.1616540334289254,0.008574047409688701
1.1530795921257115,1.1616540334289254,0.008574441303213831
1.1530773673203762,1.1616540334289254,0.008576666108549125
1.1530767890432845,1.1616540334289254,0.008577244385640892
1.1530777765397513,1.1616540334289254,0.008576256889174072
1.1530777765397513,1.1616540334289254,0.008576256889174072
