,L_slow,L_fast,L_diff,n,d,k,seed,subsample_size,steps,L_opt
0,16.974351274250115,7.13399058907289,-9.840360685177224,100000,3,4,0,0.01,12,7.116857518785687
1,16.92860776344685,7.13399058907289,-9.794617174373958,100000,3,4,0,0.01,12,7.116857518785687
2,16.894829102937436,7.13399058907289,-9.760838513864543,100000,3,4,0,0.01,12,7.116857518785687
3,16.840883945340302,7.13399058907289,-9.706893356267411,100000,3,4,0,0.01,12,7.116857518785687
4,16.695837221686297,7.13399058907289,-9.561846632613406,100000,3,4,0,0.01,12,7.116857518785687
5,15.83279528255046,7.13399058907289,-8.69880469347757,100000,3,4,0,0.01,12,7.116857518785687
6,11.536109836584334,7.13399058907289,-4.402119247511444,100000,3,4,0,0.01,12,7.116857518785687
7,9.517851068467346,7.13399058907289,-2.383860479394456,100000,3,4,0,0.01,12,7.116857518785687
8,8.971852078219507,7.13399058907289,-1.8378614891466176,100000,3,4,0,0.01,12,7.116857518785687
9,8.142146953808815,7.13399058907289,-1.0081563647359255,100000,3,4,0,0.01,12,7.116857518785687
10,7.261790372915437,7.13399058907289,-0.1277997838425468,100000,3,4,0,0.01,12,7.116857518785687
11,7.117512459617616,7.13399058907289,0.0164781294552742,100000,3,4,0,0.01,12,7.116857518785687
12,7.1168592083682585,7.13399058907289,0.0171313807046313,100000,3,4,0,0.01,12,7.116857518785687
