L_slow,L_fast,L_diff,n,d,k,seed,subsample_size
1082343.6479524742,964341.4927901544,-118002.15516231977,138509,14,5,0,0.01
868099.7863295536,964341.4927901544,96241.70646060084,138509,14,5,0,0.01
742621.7279572163,964341.4927901544,221719.7648329381,138509,14,5,0,0.01
666560.6683194246,964341.4927901544,297780.8244707298,138509,14,5,0,0.01
628054.0146827047,964341.4927901544,336287.4781074497,138509,14,5,0,0.01
621066.1268544191,964341.4927901544,343275.3659357353,138509,14,5,0,0.01
639616.3596295309,964341.4927901544,324725.1331606235,138509,14,5,0,0.01
669976.9088123466,964341.4927901544,294364.5839778078,138509,14,5,0,0.01
693410.0876574181,964341.4927901544,270931.4051327363,138509,14,5,0,0.01
720441.6405309059,964341.4927901544,243899.8522592485,138509,14,5,0,0.01
755128.1489409774,964341.4927901544,209213.343849177,138509,14,5,0,0.01
787010.5646251399,969437.9497822346,182427.3851570947,138509,14,5,0,0.01
816165.7501514575,983118.1937147322,166952.4435632747,138509,14,5,0,0.01
840753.0041120106,983118.1937147322,142365.1896027216,138509,14,5,0,0.01
860795.8369839779,983118.1937147322,122322.35673075425,138509,14,5,0,0.01
875666.2562511874,983118.1937147322,107451.93746354477,138509,14,5,0,0.01
888044.1605381875,983118.1937147322,95074.0331765447,138509,14,5,0,0.01
900038.0170620072,983118.1937147322,83080.17665272497,138509,14,5,0,0.01
909316.7709619141,983118.1937147322,73801.42275281809,138509,14,5,0,0.01
916795.1928279205,983118.1937147322,66323.00088681164,138509,14,5,0,0.01
922833.37065935,983118.1937147322,60284.823055382236,138509,14,5,0,0.01
927104.4006754262,983118.1937147322,56013.79303930595,138509,14,5,0,0.01
930469.1271409263,983118.1937147322,52649.066573805874,138509,14,5,0,0.01
933396.0143752429,983118.1937147322,49722.17933948932,138509,14,5,0,0.01
936355.3159769119,983118.1937147322,46762.877737820265,138509,14,5,0,0.01
938922.463919951,983118.1937147322,44195.72979478119,138509,14,5,0,0.01
941252.6145560088,983118.1937147322,41865.579158723354,138509,14,5,0,0.01
943657.0111938171,983118.1937147322,39461.182520915056,138509,14,5,0,0.01
945986.1005376732,983118.1937147322,37132.09317705897,138509,14,5,0,0.01
948376.82016131,983118.1937147322,34741.37355342216,138509,14,5,0,0.01
950592.9048421178,983118.1937147322,32525.288872614386,138509,14,5,0,0.01
952409.8473076953,965240.0599351535,12830.212627458153,138509,14,5,0,0.01
953984.9923086122,965240.0599351535,11255.067626541248,138509,14,5,0,0.01
954988.3751561203,965240.0599351535,10251.684779033181,138509,14,5,0,0.01
955853.9820922571,965240.0599351535,9386.077842896339,138509,14,5,0,0.01
956437.2736630044,965240.0599351535,8802.786272149067,138509,14,5,0,0.01
957099.9215300132,965240.0599351535,8140.1384051402565,138509,14,5,0,0.01
957536.9555734547,965240.0599351535,7703.10436169873,138509,14,5,0,0.01
958003.2922532598,965240.0599351535,7236.76768189366,138509,14,5,0,0.01
958590.2368131015,965240.0599351535,6649.82312205201,138509,14,5,0,0.01
958817.1164123109,965240.0599351535,6422.943522842601,138509,14,5,0,0.01
959049.7728896477,965240.0599351535,6190.287045505713,138509,14,5,0,0.01
959136.1154536853,965240.0599351535,6103.944481468177,138509,14,5,0,0.01
959204.1275376355,965240.0599351535,6035.932397517958,138509,14,5,0,0.01
959264.0418172141,965240.0599351535,5976.018117939355,138509,14,5,0,0.01
959264.0418172141,965240.0599351535,5976.018117939355,138509,14,5,0,0.01
