L_slow_list,L_fast_list,L_diff_list,n,d,k,seed,subsample_size
1.814426071044553,1.6380931072553917,-0.1763329637891613,100000,3,5,0,0.01
1.6900691181825578,1.6380931072553917,-0.05197601092716608,100000,3,5,0,0.01
1.6474377327634795,1.6378619484977832,-0.009575784265696274,100000,3,5,0,0.01
1.6358538093684838,1.6377536251394793,0.0018998157709955166,100000,3,5,0,0.01
1.6331044331656792,1.6375236273518652,0.004419194186185971,100000,3,5,0,0.01
1.6324697296643185,1.6375236273518652,0.005053897687546716,100000,3,5,0,0.01
1.6323028402568673,1.6375236273518652,0.005220787094997847,100000,3,5,0,0.01
1.6322503580963417,1.6375236273518652,0.005273269255523516,100000,3,5,0,0.01
1.6322201640749516,1.6375236273518652,0.005303463276913556,100000,3,5,0,0.01
1.6321949420260835,1.6375236273518652,0.005328685325781679,100000,3,5,0,0.01
1.632174043000169,1.6375236273518652,0.0053495843516961905,100000,3,5,0,0.01
1.632154340861575,1.6375236273518652,0.005369286490290115,100000,3,5,0,0.01
1.6321403743952347,1.6375236273518652,0.0053832529566304466,100000,3,5,0,0.01
1.632123640944516,1.6375236273518652,0.005399986407349289,100000,3,5,0,0.01
1.6321099299419757,1.6375236273518652,0.005413697409889506,100000,3,5,0,0.01
1.6320986674578646,1.6375236273518652,0.005424959894000603,100000,3,5,0,0.01
1.632087143506441,1.6375236273518652,0.005436483845424167,100000,3,5,0,0.01
1.6320802277342161,1.6375236273518652,0.0054433996176490584,100000,3,5,0,0.01
1.6320761154012102,1.6375236273518652,0.00544751195065496,100000,3,5,0,0.01
1.632067647911987,1.6375236273518652,0.005455979439878078,100000,3,5,0,0.01
1.6320625651610186,1.6375236273518652,0.005461062190846633,100000,3,5,0,0.01
1.6320618618592768,1.6375236273518652,0.005461765492588366,100000,3,5,0,0.01
1.6320638053262593,1.6375236273518652,0.005459822025605909,100000,3,5,0,0.01
1.6320593614271812,1.6375236273518652,0.005464265924683964,100000,3,5,0,0.01
1.632057443185031,1.6375236273518652,0.005466184166834198,100000,3,5,0,0.01
1.6320546125955175,1.6375236273518652,0.0054690147563476454,100000,3,5,0,0.01
1.6320549939435625,1.6375236273518652,0.0054686334083027255,100000,3,5,0,0.01
1.6320532127242187,1.6375236273518652,0.005470414627646525,100000,3,5,0,0.01
1.6320504690642539,1.6375236273518652,0.005473158287611302,100000,3,5,0,0.01
1.6320496686262487,1.6375236273518652,0.005473958725616512,100000,3,5,0,0.01
1.6320479875121205,1.6375236273518652,0.005475639839744639,100000,3,5,0,0.01
1.6320485559102806,1.6375236273518652,0.005475071441584545,100000,3,5,0,0.01
1.6320469899273704,1.6375236273518652,0.005476637424494779,100000,3,5,0,0.01
1.6320464134272037,1.6375236273518652,0.005477213924661495,100000,3,5,0,0.01
1.6320473182201423,1.6375236273518652,0.005476309131722923,100000,3,5,0,0.01
1.632051682408725,1.6375236273518652,0.005471944943140183,100000,3,5,0,0.01
1.6320526104483508,1.6375236273518652,0.00547101690351437,100000,3,5,0,0.01
1.6320534760774885,1.6375236273518652,0.005470151274376667,100000,3,5,0,0.01
1.6320537196060734,1.6375236273518652,0.005469907745791813,100000,3,5,0,0.01
1.6320533711421714,1.6375236273518652,0.005470256209693769,100000,3,5,0,0.01
1.6320553871020138,1.6375236273518652,0.005468240249851375,100000,3,5,0,0.01
1.6320554716716544,1.6375236273518652,0.005468155680210751,100000,3,5,0,0.01
1.632056053494144,1.6375236273518652,0.005467573857721231,100000,3,5,0,0.01
1.6320548421521903,1.6375236273518652,0.005468785199674864,100000,3,5,0,0.01
1.6320554303789607,1.6375236273518652,0.00546819697290446,100000,3,5,0,0.01
1.6320582132130474,1.6375236273518652,0.005465414138817737,100000,3,5,0,0.01
1.6320579683361018,1.6375236273518652,0.005465659015763347,100000,3,5,0,0.01
1.6320586568290456,1.6375236273518652,0.005464970522819579,100000,3,5,0,0.01
1.6320597708511624,1.6367117424684332,0.0046519716172708225,100000,3,5,0,0.01
1.6320622834224636,1.6367117424684332,0.004649459045969584,100000,3,5,0,0.01
