L_slow,L_fast,L_diff,n,d,k,seed,subsample_size
1.2074196745905482e+18,6.547975388681144e+17,-5.526221357224338e+17,732977,17,3,0,0.01
1.1393115420522021e+18,6.547975388681144e+17,-4.845140031840877e+17,732977,17,3,0,0.01
9.553967898353536e+17,6.547975388681144e+17,-3.005992509672392e+17,732977,17,3,0,0.01
7.279486223495743e+17,6.547975388681144e+17,-7.315108348145984e+16,732977,17,3,0,0.01
6.380128460624681e+17,6.547975388681144e+17,1.6784692805646336e+16,732977,17,3,0,0.01
6.286275736130391e+17,6.547975388681144e+17,2.616996525507533e+16,732977,17,3,0,0.01
6.307673992563662e+17,6.547975388681144e+17,2.4030139611748224e+16,732977,17,3,0,0.01
6.351305392263341e+17,6.547975388681144e+17,1.966699964178035e+16,732977,17,3,0,0.01
6.389944077273428e+17,6.547975388681144e+17,1.5803131140771584e+16,732977,17,3,0,0.01
6.424826439519547e+17,6.547975388681144e+17,1.2314894916159744e+16,732977,17,3,0,0.01
6.449017838526607e+17,6.547975388681144e+17,9895755015453696.0,732977,17,3,0,0.01
6.45620190404192e+17,6.547975388681144e+17,9177348463922432.0,732977,17,3,0,0.01
6.460314265414678e+17,6.547975388681144e+17,8766112326646656.0,732977,17,3,0,0.01
6.462420088036808e+17,6.547975388681144e+17,8555530064433664.0,732977,17,3,0,0.01
6.463490853781413e+17,6.547975388681144e+17,8448453489973120.0,732977,17,3,0,0.01
6.464104564688479e+17,6.547975388681144e+17,8387082399266560.0,732977,17,3,0,0.01
6.464655752607724e+17,6.547975388681144e+17,8331963607342080.0,732977,17,3,0,0.01
6.464792682806703e+17,6.547975388681144e+17,8318270587444096.0,732977,17,3,0,0.01
6.465264068718826e+17,6.547975388681144e+17,8271131996231808.0,732977,17,3,0,0.01
6.465264068718826e+17,6.547975388681144e+17,8271131996231808.0,732977,17,3,0,0.01
