L_slow,L_fast,L_diff,n,d,k,seed,subsample_size,steps,t_A,t_B,t_sketching,t_sampling,t_choose_best,t_sampling_centroids,t_get_avg
624.1950102143021,484.4679115715902,-139.7270986427119,531441,12,4,0,0.01,14,109.375,15.625,265.625,15.625,0.0,15.625,390.625
484.1353571710647,669.7069330381693,185.57157586710457,531441,12,4,0,0.01,14,187.5,15.625,234.375,15.625,0.0,15.625,390.625
484.07289726379855,484.2597114870321,0.18681422323356855,531441,12,4,0,0.01,14,171.875,15.625,234.375,15.625,0.0,15.625,359.375
484.03367737668276,484.04281713009027,0.009139753407509943,531441,12,4,0,0.01,14,171.875,0.0,250.0,0.0,0.0,0.0,375.0
484.0083923706774,484.1272684834356,0.11887611275818699,531441,12,4,0,0.01,14,171.875,0.0,234.375,15.625,0.0,15.625,375.0
483.992312536262,689.8075369016898,205.8152243654278,531441,12,4,0,0.01,14,171.875,0.0,218.75,0.0,0.0,15.625,390.625
483.9816076681394,484.0188897967037,0.03728212856429991,531441,12,4,0,0.01,14,171.875,0.0,218.75,15.625,0.0,0.0,359.375
483.97366509418555,668.4384360059078,184.4647709117222,531441,12,4,0,0.01,14,171.875,15.625,218.75,15.625,0.0,15.625,375.0
483.967822319428,484.50520541294475,0.5373830935167234,531441,12,4,0,0.01,14,171.875,0.0,218.75,15.625,0.0,15.625,375.0
483.96407262722204,484.1640442483933,0.1999716211712439,531441,12,4,0,0.01,14,156.25,15.625,234.375,15.625,0.0,15.625,375.0
483.9617325995784,484.05235742060233,0.09062482102393687,531441,12,4,0,0.01,14,156.25,15.625,218.75,15.625,0.0,15.625,375.0
483.96021735924114,484.16466489056273,0.2044475313215912,531441,12,4,0,0.01,14,171.875,0.0,218.75,15.625,0.0,0.0,375.0
483.9590695171065,723.3810269316401,239.4219574145336,531441,12,4,0,0.01,14,171.875,15.625,218.75,0.0,0.0,15.625,359.375
483.95829313452344,484.2034737186821,0.24518058415867472,531441,12,4,0,0.01,14,187.5,15.625,218.75,0.0,0.0,15.625,375.0
483.9578167039092,484.26945817600904,0.3116414720998364,531441,12,4,0,0.01,14,156.25,15.625,218.75,15.625,0.0,15.625,375.0
