,L_slow,L_fast,L_diff,n,d,k,seed,subsample_size,steps,L_opt
0,54103856064.81184,26510128740.08007,-27593727324.73177,13932,16,3,0,0.01,28,19890723682.11051
1,38566810300.0255,21795402346.82571,-16771407953.199787,13932,16,3,0,0.01,28,19890723682.11051
2,30553102100.975903,23264778661.22485,-7288323439.751053,13932,16,3,0,0.01,28,19890723682.11051
3,26791557929.516483,25593638113.4436,-1197919816.0728836,13932,16,3,0,0.01,28,19890723682.11051
4,24820046081.166405,21428981368.831165,-3391064712.3352394,13932,16,3,0,0.01,28,19890723682.11051
5,23675566185.55561,22732257387.6784,-943308797.8772088,13932,16,3,0,0.01,28,19890723682.11051
6,22699385445.905537,20535715124.150097,-2163670321.75544,13932,16,3,0,0.01,28,19890723682.11051
7,21916102463.86278,21837073534.52348,-79028929.33930206,13932,16,3,0,0.01,28,19890723682.11051
8,21285583652.58009,20880508033.31541,-405075619.2646752,13932,16,3,0,0.01,28,19890723682.11051
9,20797836224.05651,21046063046.44487,248226822.38835907,13932,16,3,0,0.01,28,19890723682.11051
10,20480142469.70077,20794440804.4074,314298334.7066269,13932,16,3,0,0.01,28,19890723682.11051
11,20261242573.02235,21782791536.5467,1521548963.5243492,13932,16,3,0,0.01,28,19890723682.11051
12,20137140829.51983,26074751357.335857,5937610527.816029,13932,16,3,0,0.01,28,19890723682.11051
13,20008594983.058426,25205060641.21702,5196465658.158596,13932,16,3,0,0.01,28,19890723682.11051
14,19954743083.740414,20265732681.334686,310989597.5942726,13932,16,3,0,0.01,28,19890723682.11051
15,19924596160.939,20133192543.93725,208596382.99825287,13932,16,3,0,0.01,28,19890723682.11051
16,19914358551.13563,29792690308.6578,9878331757.522167,13932,16,3,0,0.01,28,19890723682.11051
17,19911553729.81494,20174993531.520027,263439801.70508572,13932,16,3,0,0.01,28,19890723682.11051
18,19909588237.445,22545070455.959267,2635482218.514267,13932,16,3,0,0.01,28,19890723682.11051
19,19904425899.176037,24619638252.387444,4715212353.2114105,13932,16,3,0,0.01,28,19890723682.11051
20,19896147431.096985,20097523489.874264,201376058.7772789,13932,16,3,0,0.01,28,19890723682.11051
21,19893071894.98817,20771449152.075176,878377257.0870056,13932,16,3,0,0.01,28,19890723682.11051
22,19891262372.088177,24043021041.503315,4151758669.415138,13932,16,3,0,0.01,28,19890723682.11051
23,19890864193.30896,23544059495.63037,3653195302.321415,13932,16,3,0,0.01,28,19890723682.11051
24,19890745760.32641,21616983221.789783,1726237461.463375,13932,16,3,0,0.01,28,19890723682.11051
25,19890731708.448746,29214549030.628662,9323817322.179924,13932,16,3,0,0.01,28,19890723682.11051
26,19890729306.851425,21284789004.67493,1394059697.8235054,13932,16,3,0,0.01,28,19890723682.11051
27,19890725617.377243,22245118563.51496,2354392946.137718,13932,16,3,0,0.01,28,19890723682.11051
28,19890723682.11052,22507173935.15059,2616450253.0400734,13932,16,3,0,0.01,28,19890723682.11051
